author,upvotes,label
40389,9,none
40389,23,none
40389,8,none
40389,9,none
40389,21,none
40389,10,none
40389,13,none
40389,11,spam
40389,17,none
40389,15,none
40389,20,none
40389,19,none
40389,16,spam
40389,24,none
40389,13,none
40389,24,none
40389,11,none
40389,21,none
40389,12,none
40389,10,none
40389,9,none
40389,17,none
40389,9,none
40389,6,none
40389,13,none
40389,17,none
40389,16,none
40389,16,none
40389,11,none
40389,18,none
40389,13,none
40389,23,none
40389,17,none
40389,21,none
40389,7,none
40389,14,none
40389,16,none
40389,11,none
40389,6,none
40389,23,none
40389,23,none
40389,21,none
40389,23,none
40389,11,none
40389,9,none
40389,21,none
40389,10,spam
40389,16,none
40389,6,none
40389,22,none
40389,9,spam
40389,11,none
40389,12,spam
40389,13,none
40389,23,none
40389,15,none
40389,16,none
40389,22,none
40389,16,none
40389,10,spam
40389,19,none
40389,14,none
40389,11,none
40389,6,none
40389,8,none
40389,23,none
40389,10,none
40389,14,none
40389,14,none
40389,22,none
40389,23,none
40389,5,none
40389,22,none
40389,18,none
40389,8,none
40389,21,none
40389,23,none
40389,11,none
40389,16,none
40389,6,spam
40389,22,none
40389,18,none
40389,21,none
40389,23,none
40389,13,none
40389,6,none
40389,21,none
40389,14,spam
40389,5,none
40389,5,none
40389,24,none
40389,16,none
40389,14,none
40389,5,spam
40389,18,none
40389,12,none
40389,13,none
40389,14,none
40389,24,none
40389,9,none
40389,8,none
40389,8,none
40389,10,none
40389,11,none
40389,16,spam
40389,12,none
40389,7,none
40389,13,none
40389,14,spam
40389,17,none
40389,6,none
40389,17,none
40389,13,none
40389,12,none
40389,9,none
40389,6,none
40389,24,none
40389,19,none
40389,10,none
40389,20,none
40389,5,none
40389,18,none
40389,24,none
40389,18,none
40389,24,none
40389,8,none
40389,12,none
40389,17,none
40389,8,none
40389,17,none
40389,9,none
40389,16,none
40389,5,none
40389,10,none
40389,14,spam
40389,20,none
40389,10,none
40389,19,spam
40389,24,none
40389,9,none
40389,6,none
40389,16,none
40389,23,none
40389,11,none
40389,9,none
40389,13,spam
40389,15,none
40389,20,none
40389,8,spam
40389,21,none
40389,9,none
40389,16,none
40389,10,none
40389,24,none
40389,18,none
40389,7,none
40389,22,none
40389,8,none
40389,15,none
40389,17,none
40389,18,none
40389,23,none
40389,17,none
40389,19,none
40389,24,none
40389,10,none
40389,23,none
40389,7,none
40389,23,none
40389,10,none
40389,24,none
40389,8,none
40389,24,none
40389,22,none
40389,9,none
40389,12,none
40389,9,spam
40389,9,none
40389,24,none
40389,24,none
40389,16,none
40389,22,none
40389,22,none
40389,23,none
40389,22,none
40389,14,none
40389,18,none
40389,22,none
40389,23,none
40389,14,none
40389,8,none
40389,8,none
40389,15,none
40389,18,spam
40389,20,none
40389,21,none
40389,18,none
40389,20,none
40389,23,none
40389,10,spam
40389,16,none
40389,5,none
40389,9,spam
40389,7,spam
40389,12,none
40389,20,none
40389,13,none
40389,9,none
40389,15,none
40389,22,none
40389,18,none
40389,24,none
40389,14,none
40389,7,none
40389,6,none
40389,18,none
40389,21,none
40389,16,none
40389,16,none
40389,13,none
40389,14,none
40389,11,none
40389,22,none
40389,17,none
40389,20,none
40389,7,spam
40389,9,none
40389,15,spam
40389,23,none
40389,16,spam
40389,15,spam
40389,21,none
40389,18,none
40389,11,spam
40389,7,none
40389,11,none
40389,19,none
40389,8,none
40389,22,none
40389,5,none
40389,13,none
40389,22,none
40389,17,spam
40389,21,none
40389,17,spam
40389,23,none
40389,20,none
40389,19,none
40389,14,none
40389,8,spam
40389,7,none
40389,22,none
40389,20,none
40389,20,none
40389,20,none
40389,23,none
40389,8,spam
40389,21,none
40389,20,none
40389,6,none
40389,20,none
40389,23,none
40389,18,none
40389,20,none
40389,12,none
40389,12,none
40389,5,none
40389,19,spam
40389,13,spam
40389,22,none
40389,5,none
40389,17,none
40389,20,none
40389,13,none
40389,11,spam
40389,10,none
40389,7,none
40389,7,none
40389,17,none
40389,8,none
40389,7,spam
40389,23,none
40389,9,none
40389,9,none
40389,24,none
40389,20,none
40389,8,none
40389,22,none
40389,16,none
40389,5,none
40389,11,none
40389,11,none
40389,18,none
40389,9,none
40389,21,none
40389,14,spam
40389,14,none
40389,5,none
40389,13,none
40389,19,none
40389,10,none
40389,6,none
40389,21,none
40389,7,none
40389,5,none
40389,15,none
40389,19,none
40389,18,none
40389,6,none
40389,22,none
40389,12,spam
40389,7,none
40389,6,none
40389,10,none
40389,8,none
40389,10,none
40389,8,none
40389,11,none
40389,13,none
40389,14,none
40389,5,none
40389,16,none
40389,22,none
40389,11,none
40389,22,none
40389,22,none
40389,9,spam
40389,13,none
40389,8,none
40389,14,none
40389,9,spam
40389,11,none
40389,5,none
40389,7,none
40389,13,spam
40389,9,none
40389,19,none
40389,14,spam
40389,15,none
40389,16,none
40389,11,none
40389,21,none
40389,19,none
40389,20,none
40389,20,none
40389,9,spam
40389,6,none
40389,12,none
40389,10,none
40389,7,none
40389,17,none
40389,7,none
40389,20,none
40389,8,none
40389,15,none
42306,58,none
42306,46,none
42306,13,none
42306,33,none
42306,57,none
42306,30,none
42306,27,none
42306,52,none
42306,43,none
42306,14,none
42306,21,none
42306,40,none
42306,24,none
42306,24,none
42306,45,none
42306,43,none
42306,57,none
42306,38,none
42306,28,none
42306,32,none
42306,30,none
42306,25,none
42306,28,none
42306,48,none
42306,50,none
42306,56,none
42306,21,none
42306,11,none
42306,19,none
42306,30,none
42306,30,none
42306,29,none
42306,42,none
42306,20,none
42306,26,none
42306,10,none
42306,23,none
42306,35,none
42306,55,none
42306,55,none
42306,43,none
42306,29,none
42306,20,none
42306,28,none
42306,56,none
42306,42,none
42306,19,none
42306,56,none
42306,35,none
42306,38,none
42306,34,none
42306,14,none
42306,42,none
42306,38,none
42306,22,none
42306,55,none
42306,28,none
42306,24,none
42306,36,none
42306,31,none
42306,54,none
42306,17,none
39122,17,none
39122,13,none
39122,10,none
39122,27,none
39122,48,none
39122,34,none
39122,21,none
39122,11,none
39122,41,none
39122,41,none
39122,39,none
39122,9,none
39122,46,none
39122,41,none
39122,38,none
39122,35,none
39122,13,none
39122,37,none
39122,26,none
39122,19,none
39122,43,none
39122,47,none
39122,18,none
39122,23,none
39122,17,none
39122,12,none
39122,15,none
39122,11,none
39122,39,none
39122,38,none
39122,11,none
39122,20,none
39122,42,none
39122,39,none
39122,39,none
39122,26,none
39122,26,none
39122,23,none
39122,20,none
39122,49,none
39122,42,none
39122,22,none
39122,48,none
39122,14,none
39122,31,none
39122,35,none
39122,25,none
39122,19,none
39122,48,none
39122,22,none
39122,41,none
39122,38,none
39122,41,none
39122,17,none
39122,15,none
39122,21,none
80648,8,none
80648,27,none
80648,14,none
80648,9,none
80648,25,none
80648,17,none
80648,16,none
80648,13,none
80648,16,none
80648,23,none
80648,25,none
80648,23,none
80648,11,spam
80648,29,none
80648,5,none
80648,13,none
80648,29,none
80648,26,none
80648,12,none
80648,18,none
80648,21,none
80648,19,none
80648,21,none
80648,7,none
80648,19,none
80648,11,none
80648,9,none
80648,23,none
80648,16,none
80648,7,spam
80648,23,none
80648,28,none
80648,6,spam
80648,11,none
80648,27,none
80648,20,none
80648,29,none
80648,9,none
80648,16,none
80648,19,none
80648,10,none
80648,16,none
80648,17,none
80648,16,spam
80648,29,none
80648,21,none
80648,10,none
80648,23,none
80648,28,none
80648,16,none
80648,6,none
80648,13,spam
80648,29,none
80648,8,spam
80648,25,none
80648,14,none
80648,27,none
80648,28,none
80648,17,none
80648,17,spam
80648,25,none
80648,29,none
80648,8,none
80648,13,none
80648,15,none
80648,26,none
80648,7,none
80648,21,none
80648,6,none
80648,25,none
80648,23,none
80648,13,none
80648,6,none
80648,12,spam
80648,8,none
80648,7,none
80648,15,none
80648,6,none
80648,20,none
80648,5,none
80648,5,none
80648,12,none
80648,9,none
80648,5,none
80648,15,none
80648,27,none
80648,15,none
80648,26,none
80648,13,none
80648,11,none
80648,25,none
80648,29,none
80648,7,none
80648,20,none
80648,21,none
80648,7,spam
80648,10,none
80648,15,none
80648,11,none
80648,27,none
80648,27,none
80648,26,none
80648,9,none
80648,14,none
80648,15,none
80648,16,none
80648,17,none
80648,5,none
80648,21,none
80648,28,none
80648,14,none
80648,29,none
80648,9,spam
80648,29,none
80648,12,none
80648,6,none
80648,16,none
80648,26,none
80648,16,none
80648,29,none
80648,23,none
80648,9,none
80648,8,none
80648,23,none
80648,7,none
80648,13,none
80648,25,none
80648,7,spam
80648,28,none
80648,28,none
80648,27,none
80648,12,none
80648,11,none
80648,5,none
80648,13,none
80648,28,none
80648,24,none
80648,28,none
80648,18,none
80648,16,none
80648,6,none
80648,12,none
80648,12,none
80648,5,none
80648,21,none
80648,19,none
80648,20,none
80648,15,none
80648,9,none
80648,15,spam
80648,7,none
80648,15,none
80648,12,none
80648,21,none
80648,17,none
80648,24,none
80648,8,none
80648,18,spam
80648,11,none
80648,22,none
80648,18,spam
80648,21,none
80648,13,none
80648,14,none
80648,18,none
80648,27,none
80648,13,none
80648,15,none
80648,15,none
80648,22,none
80648,7,none
80648,9,none
80648,24,none
80648,9,none
80648,27,none
80648,20,none
80648,20,none
80648,18,none
80648,19,none
80648,26,none
80648,12,none
80648,23,none
80648,6,none
80648,12,none
80648,11,none
80648,22,none
80648,15,none
80648,10,none
80648,15,none
80648,13,none
80648,9,none
80648,21,none
80648,14,none
80648,9,none
80648,21,none
80648,11,none
80648,16,none
80648,16,none
80648,12,none
80648,17,spam
80648,16,none
80648,16,none
80648,14,none
80648,15,none
80648,17,none
80648,12,spam
80648,29,none
80648,14,none
80648,12,none
80648,8,spam
80648,12,none
80648,13,none
80648,14,spam
80648,7,spam
80648,24,none
80648,17,none
80648,22,none
80648,25,none
80648,17,none
80648,11,none
80648,10,none
80648,11,none
80648,17,none
80648,7,none
80648,29,none
80648,8,none
80648,20,none
80648,20,none
80648,27,none
80648,13,spam
80648,21,none
80648,27,none
80648,20,none
80648,24,none
80648,19,spam
80648,29,none
80648,16,none
80648,7,spam
80648,15,none
80648,27,none
80648,25,none
80648,17,none
80648,8,none
80648,25,none
80648,29,none
80648,17,none
80648,25,none
80648,18,none
80648,27,none
80648,24,none
80648,11,none
80648,17,none
80648,14,none
80648,19,none
80648,26,none
80648,26,none
80648,10,spam
80648,20,none
80648,24,none
80648,13,none
80648,15,none
80648,7,none
80648,25,none
80648,11,none
80648,12,spam
80648,15,none
80648,13,none
80648,9,none
80648,28,none
80648,14,none
80648,8,none
80648,8,none
80648,18,none
80648,13,none
80648,21,none
80648,5,none
80648,27,none
80648,6,none
80648,7,none
80648,23,none
80648,23,none
80648,24,none
80648,6,none
80648,8,spam
80648,18,none
80648,27,none
80648,22,none
80648,9,none
80648,23,none
80648,18,none
80648,19,none
80648,5,none
80648,23,none
80648,12,none
80648,15,none
80648,27,none
80648,16,none
80648,16,none
80648,23,none
80648,19,none
80648,7,none
80648,26,none
80648,8,none
80648,13,none
80648,16,none
80648,7,none
80648,24,none
80648,26,none
80648,22,none
80648,9,none
80648,18,none
80648,20,none
80648,15,none
80648,8,none
80648,12,none
80648,25,none
80648,11,none
80648,24,none
80648,7,none
80648,20,none
80648,18,spam
80648,24,none
80648,8,none
80648,23,none
80648,27,none
80648,8,none
80648,21,none
80648,24,none
80648,8,none
80648,21,none
80648,22,none
80648,16,none
80648,21,none
80648,5,none
80648,7,none
80648,15,none
80648,10,none
80648,8,none
80648,13,none
80648,6,none
80648,24,none
80648,17,none
80648,29,none
80648,5,spam
80648,13,none
80648,5,none
80648,23,none
80648,15,none
80648,28,none
80648,24,none
80648,12,none
80648,27,none
80648,27,none
80648,19,none
80648,20,none
80648,25,none
80648,5,spam
80648,18,none
80648,28,none
80648,28,none
80648,11,none
80648,25,none
80648,18,none
80648,13,none
80648,28,none
80648,17,none
80648,29,none
80648,19,none
80648,27,none
80648,29,none
80648,9,none
80648,20,none
80648,7,none
80648,17,none
80648,18,spam
80648,10,none
80648,27,none
80648,18,none
80648,21,none
80648,15,none
80648,19,none
80648,7,none
80648,17,spam
80648,23,none
80648,23,none
80648,8,spam
80648,16,none
80648,5,none
80648,26,none
80648,28,none
80648,28,none
80648,15,none
80648,12,none
80648,29,none
80648,12,none
80648,5,none
80648,15,none
80648,24,none
80648,20,none
80648,22,none
80648,10,none
80648,9,none
80648,9,none
80648,24,none
80648,24,none
80648,18,none
80648,22,none
80648,19,none
80648,11,none
80648,5,none
80648,18,spam
80648,22,none
80648,8,spam
80648,10,none
80648,29,none
80648,22,none
80648,10,none
80648,14,none
80648,23,none
80648,9,none
80648,29,none
80648,29,none
80648,21,none
80648,23,none
80648,21,none
80648,27,none
80648,12,none
80648,27,none
80648,7,none
80648,16,spam
80648,24,none
80648,29,none
80648,27,none
80648,28,none
80648,27,none
80648,13,spam
80648,18,none
80648,25,none
80648,16,none
80648,10,none
80648,25,none
80648,28,none
80648,9,none
80648,27,none
80648,21,none
80648,8,none
80648,15,none
80648,17,spam
80648,27,none
80648,21,none
80648,23,none
80648,6,none
80648,15,none
80648,23,none
80648,15,spam
80648,19,none
80648,28,none
80648,10,spam
80648,12,none
80648,10,none
80648,9,none
80648,20,none
80648,7,spam
80648,27,none
80648,21,none
80648,18,none
80648,17,none
80648,5,none
80648,29,none
80648,22,none
80648,29,none
80648,7,none
80648,10,none
80648,12,none
80648,28,none
80648,18,none
80648,9,none
80648,28,none
80648,11,none
80648,18,none
80648,11,none
80648,5,none
80648,23,none
80648,15,spam
80648,11,none
80648,26,none
80648,21,none
80648,23,none
80648,9,none
80648,15,none
80648,10,none
80648,7,spam
80648,22,none
80648,12,none
80648,23,none
80648,28,none
80648,18,spam
80648,26,none
80648,28,none
80648,24,none
80648,13,none
80648,8,none
80648,20,none
80648,23,none
80648,8,none
80648,12,none
80648,12,none
80648,6,none
80648,6,none
80648,11,none
80648,15,none
80648,8,none
80648,17,none
80648,6,none
80648,15,none
80648,29,none
80648,6,none
80648,23,none
80648,16,none
80648,8,spam
80648,15,spam
80648,7,none
80648,13,spam
80648,22,none
80648,9,none
80648,27,none
80648,15,none
80648,29,none
80648,27,none
80648,16,none
80648,21,none
80648,8,none
80648,19,spam
80648,10,none
80648,27,none
80648,12,spam
80648,18,none
80648,28,none
80648,22,none
80648,28,none
80648,29,none
80648,29,none
80648,7,none
80648,15,none
85307,47,none
85307,100,none
85307,99,none
85307,106,none
85307,138,none
85307,41,none
85307,143,none
85307,59,none
85307,60,none
85307,68,none
85307,31,none
85307,75,none
85307,97,none
85307,53,none
85307,107,none
85307,128,none
85307,63,none
85307,34,none
85307,123,none
85307,39,none
85307,51,none
85307,58,none
85307,117,none
85307,80,none
85307,89,none
85307,60,none
85307,105,none
85307,77,none
85307,83,none
85307,121,none
85307,128,none
85307,66,none
85307,47,none
85307,29,none
85307,68,none
85307,65,none
85307,29,none
85307,107,none
85307,142,none
85307,84,none
85307,97,none
85307,59,none
85307,32,none
85307,142,none
85307,77,none
85307,51,none
85307,149,none
85307,135,none
85307,122,none
85307,72,none
85307,34,none
85307,26,none
85307,28,none
85307,129,none
85307,62,none
76064,55,none
76064,118,none
76064,97,none
76064,60,none
76064,102,none
76064,87,none
76064,148,none
76064,90,none
76064,27,none
76064,88,none
76064,82,none
76064,116,none
76064,46,none
76064,143,none
76064,67,none
76064,80,none
76064,87,none
76064,25,none
76064,29,none
76064,40,none
76064,85,none
76064,65,none
76064,36,none
76064,141,none
76064,75,none
76064,118,none
76064,102,none
76064,70,none
76064,27,none
76064,91,none
95859,13,none
95859,24,none
95859,15,spam
95859,21,none
95859,9,spam
95859,18,none
95859,14,none
95859,20,none
95859,22,none
95859,6,none
95859,13,none
95859,20,none
95859,6,none
95859,23,none
95859,6,none
95859,21,none
95859,24,none
95859,22,none
95859,11,none
95859,15,none
95859,14,none
95859,18,none
95859,11,none
95859,20,none
95859,18,none
95859,19,none
95859,17,none
95859,5,none
95859,26,none
95859,26,none
95859,26,none
95859,25,none
95859,14,none
95859,25,none
95859,15,none
95859,17,none
95859,9,none
95859,11,none
95859,24,none
95859,21,none
95859,20,none
95859,10,none
95859,11,none
95859,20,none
95859,17,none
95859,8,none
95859,20,none
95859,5,none
95859,10,none
95859,6,none
95859,10,spam
95859,6,none
95859,6,none
95859,9,none
95859,25,none
95859,10,spam
95859,15,none
95859,8,none
95859,9,none
95859,23,none
95859,23,none
95859,18,none
95859,17,none
95859,17,none
95859,18,none
95859,10,spam
95859,13,none
95859,8,none
95859,23,none
95859,16,none
95859,27,none
95859,5,none
95859,26,none
95859,17,spam
95859,13,none
95859,20,none
95859,11,none
95859,25,none
95859,17,none
95859,18,none
95859,6,none
95859,11,spam
95859,15,none
95859,20,none
95859,7,none
95859,5,none
95859,19,none
95859,23,none
95859,13,none
95859,21,none
95859,24,none
95859,18,none
95859,10,none
95859,9,none
95859,26,none
95859,24,none
95859,23,none
95859,12,none
95859,16,none
95859,17,none
95859,26,none
95859,21,none
95859,12,none
95859,9,none
95859,17,none
95859,9,none
95859,21,none
95859,10,none
95859,10,none
95859,9,none
95859,13,none
95859,23,none
95859,23,none
95859,13,none
95859,7,none
95859,8,spam
95859,18,spam
95859,17,spam
95859,13,none
95859,23,none
95859,22,none
95859,10,none
95859,8,none
95859,18,none
95859,9,none
95859,12,none
95859,20,none
95859,8,spam
95859,27,none
95859,13,spam
95859,25,none
95859,17,none
95859,19,none
95859,24,none
95859,17,spam
95859,24,none
95859,5,none
95859,20,none
95859,18,none
95859,19,none
95859,20,none
95859,25,none
95859,18,none
95859,14,none
95859,10,none
95859,19,none
95859,18,none
95859,21,none
95859,6,none
95859,17,none
95859,19,none
95859,17,none
95859,9,none
95859,10,spam
95859,26,none
95859,23,none
95859,18,none
95859,20,none
95859,14,none
95859,21,none
95859,21,none
95859,19,none
95859,7,spam
95859,21,none
95859,7,none
95859,12,none
95859,14,none
95859,11,none
95859,16,none
95859,13,none
95859,24,none
95859,23,none
95859,15,none
95859,14,none
95859,11,none
95859,20,none
95859,20,none
95859,16,spam
95859,5,none
95859,14,none
95859,13,none
95859,13,none
95859,7,spam
95859,24,none
95859,11,none
95859,16,none
95859,25,none
95859,18,none
95859,25,none
95859,22,none
95859,16,none
95859,27,none
95859,27,none
95859,10,none
95859,16,none
95859,13,spam
95859,8,none
95859,21,none
95859,16,none
95859,12,none
95859,21,none
95859,16,none
95859,6,none
95859,16,none
95859,27,none
95859,8,none
95859,10,spam
95859,24,none
95859,27,none
95859,8,none
95859,20,none
95859,14,spam
95859,9,none
95859,11,none
95859,16,none
95859,26,none
95859,11,spam
95859,11,none
95859,23,none
95859,11,none
95859,19,spam
95859,11,none
95859,9,none
95859,26,none
95859,13,none
95859,7,none
95859,16,spam
95859,5,none
95859,5,none
95859,12,none
95859,15,none
95859,23,none
95859,22,none
95859,10,none
95859,12,none
95859,13,none
95859,17,none
95859,10,none
95859,19,none
95859,19,none
95859,15,none
95859,7,none
95859,21,none
95859,26,none
95859,13,none
95859,20,none
95859,11,none
95859,7,none
95859,24,none
95859,15,none
95859,23,none
95859,11,none
95859,9,none
95859,22,none
95859,24,none
95859,26,none
95859,10,spam
95859,17,none
95859,26,none
95859,9,spam
95859,24,none
95859,23,none
95859,12,spam
95859,13,none
95859,10,none
95859,14,none
95859,6,spam
95859,23,none
95859,27,none
95859,21,none
95859,16,none
95859,5,none
95859,9,none
95859,9,none
95859,8,spam
95859,5,none
95859,22,none
95859,15,spam
95859,8,none
95859,15,none
95859,16,none
95859,14,none
95859,5,none
95859,18,spam
95859,8,none
95859,11,none
95859,16,none
95859,15,none
95859,11,none
95859,19,none
95859,16,none
95859,14,spam
95859,20,none
95859,14,spam
95859,14,spam
95859,10,none
95859,7,none
95859,22,none
95859,21,none
95859,22,none
95859,10,none
95859,16,spam
95859,19,none
95859,27,none
95859,19,none
95859,7,none
95859,11,none
95859,24,none
95859,14,none
95859,5,none
95859,12,none
95859,19,none
95859,9,none
95859,14,none
95859,23,none
95859,26,none
95859,7,none
95859,16,none
95859,23,none
95859,17,none
95859,17,none
95859,17,none
95859,17,none
95859,21,none
95859,9,spam
95859,5,none
95859,10,spam
95859,9,spam
95859,20,none
95859,14,none
95859,8,none
95859,5,none
95859,17,spam
95859,7,none
95859,14,none
95859,27,none
95859,10,none
95859,26,none
95859,23,none
95859,22,none
95859,11,none
95859,9,none
95859,12,none
95859,6,none
95859,25,none
95859,22,none
95859,23,none
95859,9,none
95859,21,none
95859,23,none
95859,14,none
95859,12,spam
95859,17,spam
95859,6,spam
95859,17,none
95859,13,none
95859,10,none
95859,7,none
95859,14,none
95859,10,none
95859,7,none
95859,9,none
95859,22,none
95859,11,none
95859,25,none
95859,8,none
95859,21,none
95859,16,none
95859,5,spam
95859,14,none
95859,18,none
95859,8,none
95859,9,none
95859,25,none
95859,6,none
95859,7,spam
95859,17,none
95859,21,none
95859,21,none
95859,5,spam
95859,19,spam
95859,19,none
95859,16,none
95859,27,none
95859,10,none
95859,20,none
95859,23,none
95859,7,none
95859,6,spam
95859,9,none
95859,16,none
95859,7,none
95859,24,none
95859,10,none
95859,12,none
95859,12,none
95859,9,spam
95859,26,none
95859,13,none
95859,25,none
95859,15,none
95859,5,none
95859,13,none
95859,16,none
95859,19,none
95859,7,none
95859,26,none
95859,24,none
95859,27,none
95859,9,spam
95859,19,none
95859,13,none
95859,27,none
95859,6,none
95859,14,none
95859,13,none
95859,7,none
95859,16,spam
95859,22,none
95859,23,none
95859,26,none
95859,8,none
95859,12,none
95859,16,spam
95859,12,none
95859,9,none
95859,20,none
95859,17,spam
95859,11,none
95859,17,none
95859,23,none
95859,17,none
95859,14,none
95859,15,spam
95859,22,none
95859,6,spam
95859,25,none
95859,21,none
95859,23,none
95859,13,none
95859,26,none
95859,9,none
95859,12,none
95859,17,spam
95859,20,none
95859,9,none
95859,5,none
95859,17,none
95859,13,spam
95859,7,none
95859,15,none
95859,10,none
95859,11,none
95859,17,spam
95859,20,none
95859,13,none
95859,5,none
95859,16,none
95859,13,spam
95859,18,spam
95859,19,none
95859,23,none
95859,7,none
95859,18,none
95859,25,none
95859,15,none
95859,20,none
95859,24,none
95859,7,none
95859,20,none
95859,7,spam
95859,14,none
95859,9,none
95859,15,spam
95859,17,none
95859,6,none
95859,18,none
95859,6,none
95859,19,none
95859,11,none
95859,10,none
95859,13,none
95859,25,none
95859,9,none
95859,25,none
95859,7,none
95859,11,none
95859,26,none
95859,19,none
95859,19,none
95859,19,none
95859,6,none
95859,15,none
95859,8,none
95859,5,none
95859,14,none
95859,23,none
95859,16,none
95859,15,none
95859,16,none
95859,25,none
95859,12,none
95859,27,none
95859,13,none
95859,18,none
95859,25,none
95859,14,none
95859,5,spam
95859,22,none
95859,20,none
95859,6,none
95859,15,none
95859,26,none
95859,16,none
95859,7,none
95859,23,none
95859,10,none
95859,8,none
95859,11,none
95859,11,spam
95859,7,none
95859,9,none
95859,5,none
95859,19,none
95859,10,none
95859,5,none
95859,22,none
95859,6,none
95859,5,none
95859,26,none
95859,6,spam
95859,15,none
95859,23,none
95859,10,none
95859,17,none
95859,21,none
95859,19,none
95859,26,none
95859,22,none
95859,13,none
95859,22,none
95859,25,none
95859,9,none
95859,6,none
95859,20,none
95859,21,none
95859,17,none
95859,11,none
95859,5,none
95859,27,none
95859,13,none
95859,26,none
95859,23,none
95859,23,none
95859,27,none
95859,6,none
95859,20,none
95859,11,none
95859,27,none
95859,20,none
95859,18,none
95859,25,none
95859,15,none
95859,22,none
95859,6,none
95859,12,none
95859,24,none
95859,24,none
95859,25,none
95859,26,none
95859,21,none
95859,17,none
95859,27,none
95859,13,none
95859,21,none
95859,25,none
95859,18,none
95859,6,none
95859,10,none
95859,16,none
95859,6,spam
95859,21,none
95859,8,none
95859,24,none
95859,23,none
95859,17,spam
95859,24,none
95859,25,none
95859,9,none
95859,26,none
95859,8,none
95859,16,spam
95859,27,none
95859,7,none
95859,7,none
95859,8,none
95859,17,none
95859,15,none
95859,22,none
95859,17,none
95859,25,none
95859,26,none
95859,26,none
95859,23,none
95859,23,none
95859,18,none
95859,13,none
95859,10,none
95859,10,none
95859,25,none
95859,21,none
95859,11,none
95859,16,none
95859,24,none
95859,10,none
95859,20,none
95859,24,none
95859,15,none
95859,13,none
95859,21,none
95859,8,none
95859,19,none
95859,22,none
95859,26,none
95859,12,none
95859,10,none
95859,25,none
95859,25,none
95859,24,none
95859,15,spam
95859,21,none
95859,19,none
95859,16,none
95859,6,spam
95859,10,none
95859,16,none
95859,20,none
95859,21,none
95859,12,none
95859,5,spam
95859,9,none
95859,23,none
95859,6,none
95859,8,none
95859,24,none
95859,16,none
95859,17,spam
95859,8,none
95859,23,none
95859,9,spam
95859,26,none
95859,26,none
95859,12,none
95859,27,none
95859,7,none
95859,25,none
95859,8,none
95859,9,none
95859,22,none
95859,5,none
95859,26,none
95859,9,none
95859,20,none
95859,16,none
95859,27,none
95859,15,none
95859,24,none
95859,19,none
95859,20,none
95859,13,none
95859,24,none
95859,23,none
95859,27,none
95859,16,none
95859,13,none
95859,22,none
95859,23,none
95859,20,none
95859,18,none
95859,8,none
95859,20,none
95859,9,none
95859,15,none
95859,22,none
95859,6,none
95859,16,none
95859,16,none
95859,22,none
95859,23,none
95859,10,none
95859,13,none
95859,10,none
95859,5,none
95859,5,none
95859,8,none
95859,9,none
95859,23,none
95859,24,none
95859,12,none
95859,9,none
95859,6,spam
95859,15,spam
95859,6,spam
95859,7,none
95859,21,none
95859,19,none
95859,25,none
95859,12,none
95859,13,spam
95859,22,none
95859,21,none
95859,17,none
95859,25,none
95859,18,spam
95859,8,none
95859,26,none
95859,14,none
95859,16,none
95859,15,none
95859,10,none
95859,17,none
95859,5,none
95859,19,none
95859,26,none
95859,10,none
95859,22,none
95859,5,none
95859,19,none
95859,8,none
95859,18,none
95859,12,none
95859,19,none
95859,5,none
95859,20,none
95859,12,none
95859,18,none
95859,9,none
95859,13,none
95859,11,spam
95859,17,none
95859,12,spam
95859,12,none
95859,25,none
95859,17,none
95859,11,none
95859,24,none
95859,12,none
95859,24,none
95859,10,none
95859,5,none
95859,24,none
95859,27,none
95859,9,none
95859,6,spam
95859,27,none
95859,23,none
95859,11,none
95859,12,none
95859,13,none
95859,8,none
95859,24,none
95859,5,spam
95859,16,none
95859,11,none
95859,26,none
95859,16,none
95859,10,spam
95859,13,none
95859,16,none
95859,27,none
95859,16,none
95859,7,none
95859,25,none
95859,7,none
95859,16,none
95859,16,none
95859,25,none
95859,13,none
95859,24,none
95859,11,none
95859,16,none
95859,19,spam
95859,5,none
95859,26,none
95859,21,none
95859,27,none
95859,26,none
95859,5,none
95859,9,none
95859,8,spam
95859,9,none
95859,9,none
95859,26,none
95859,19,none
95859,14,none
95859,23,none
95859,7,none
95859,24,none
95859,11,none
95859,21,none
95859,20,none
95859,17,none
95859,7,none
95859,24,none
95859,27,none
95859,14,none
95859,20,none
95859,5,none
95859,16,none
95859,25,none
95859,18,spam
95859,24,none
95859,19,none
95859,13,none
95859,26,none
95859,22,none
95859,7,none
95859,25,none
95859,25,none
95859,6,none
95859,13,none
95859,24,none
95859,23,none
95859,20,none
95859,21,none
95859,21,none
95859,21,none
95859,13,none
95859,6,none
95859,24,none
95859,6,none
95859,17,none
95859,20,none
95859,13,none
95859,14,none
95859,15,none
95859,11,none
95859,23,none
95859,27,none
95859,24,none
95859,23,none
95859,14,none
95859,7,none
95859,15,spam
95859,21,none
95859,25,none
95859,10,spam
95859,13,none
95859,5,spam
95859,11,none
95859,15,spam
95859,18,none
95859,20,none
95859,20,none
95859,15,spam
95859,13,none
95859,7,none
95859,27,none
95859,22,none
95859,27,none
95859,24,none
95859,11,none
95859,15,none
95859,18,none
95859,9,none
95859,9,none
95859,24,none
95859,26,none
95859,14,none
95859,16,spam
95859,8,none
